"train/global_step","gpt2_aux-without_ln - _step","gpt2_aux-without_ln - _step__MIN","gpt2_aux-without_ln - _step__MAX","gpt2_aux-without_ln - main_loss","gpt2_aux-without_ln - main_loss__MIN","gpt2_aux-without_ln - main_loss__MAX"
"45","2165.5","2158","2173","3.4441600292921066","3.3570172786712646","3.5489118099212646"
"46","2213.5","2206","2221","3.430242881178856","3.2087414264678955","3.5283203125"
"47","2260.5","2253","2268","3.444191664457321","3.338944435119629","3.5413644313812256"
"48","2308.5","2301","2316","3.4037641882896423","3.327261209487915","3.5285449028015137"
"49","2355.5","2348","2363","3.3877054154872894","3.3229103088378906","3.5305912494659424"
"50","2403.5","2396","2411","3.3867701441049576","3.238496780395508","3.50339412689209"
"51","2450.5","2443","2458","3.3773608058691025","3.2595906257629395","3.521177053451538"
"52","2498.5","2491","2506","3.4021206945180893","3.2639918327331543","3.524506092071533"
"53","2545.5","2538","2553","3.373668357729912","3.2791712284088135","3.506103992462158"
"54","2593.5","2586","2601","3.3995149582624435","3.2856011390686035","3.4894356727600098"
"55","2640.5","2633","2648","3.3805141896009445","3.300621271133423","3.495072603225708"
"56","2688.5","2681","2696","3.4069126546382904","3.295452356338501","3.548011064529419"
"57","2735.5","2728","2743","3.39402174949646","3.2589361667633057","3.5003013610839844"
"58","2783.5","2776","2791","3.413415864109993","3.3047292232513428","3.5578107833862305"
"59","2830.5","2823","2838","3.3951378613710403","3.318509817123413","3.5570054054260254"
"60","2878.5","2871","2886","3.4202294796705246","3.266753673553467","3.5724079608917236"
"61","2925.5","2918","2933","3.361327677965164","3.2277956008911133","3.4294276237487793"
"62","2973.5","2966","2981","3.378042697906494","3.2187271118164062","3.5062148571014404"
"63","3020.5","3013","3028","3.375758111476898","3.212259531021118","3.595170736312866"
"64","3068.5","3061","3076","3.3561221212148666","3.296910047531128","3.4595885276794434"
"65","3115.5","3108","3123","3.3457094579935074","3.255847692489624","3.4499123096466064"
"66","3163.5","3156","3171","3.3444923907518387","3.280186653137207","3.421732187271118"
"67","3210.5","3203","3218","3.3549190759658813","3.2714717388153076","3.439279556274414"
"68","3258.5","3251","3266","3.359317049384117","3.245816946029663","3.4414610862731934"
"69","3305.5","3298","3313","3.3516433238983154","3.21230411529541","3.4566116333007812"
"70","3352.5","3345","3360","3.358803629875183","3.218625545501709","3.4852051734924316"
"71","3400.5","3393","3408","3.3467845618724823","3.271656036376953","3.429527759552002"
"72","3447.5","3440","3455","3.322903260588646","3.1470391750335693","3.445385456085205"
"73","3494.5","3487","3502","3.300909712910652","3.1891911029815674","3.409785032272339"
"74","3542.5","3535","3550","3.349410429596901","3.1774091720581055","3.4381258487701416"
"75","3589.5","3582","3597","3.3403618782758713","3.1829423904418945","3.4524903297424316"
"76","3636.5","3629","3644","3.322816625237465","3.1514103412628174","3.4553403854370117"
"77","3684.5","3677","3692","3.3601537495851517","3.2379767894744873","3.460606336593628"
"78","3731.5","3724","3739","3.3318073600530624","3.222052812576294","3.5086774826049805"
"79","3778.5","3771","3786","3.3045710921287537","3.209979295730591","3.467168092727661"
"80","3826.5","3819","3834","3.2880221009254456","3.1122140884399414","3.4458980560302734"
"81","3873.5","3866","3881","3.3084951639175415","3.1743288040161133","3.4839272499084473"
"82","3920.5","3913","3928","3.2939911782741547","3.1528313159942627","3.3791933059692383"
"83","3968.5","3961","3976","3.3203265368938446","3.191200017929077","3.4779574871063232"
"84","4015.5","4008","4023","3.336472064256668","3.2187507152557373","3.4283692836761475"
"85","4062.5","4055","4070","3.325961872935295","3.1871323585510254","3.4610440731048584"
"86","4110.5","4103","4118","3.340233087539673","3.228717803955078","3.45290207862854"
"87","4157.5","4150","4165","3.2939190417528152","3.181955575942993","3.432560443878174"
"88","4204.5","4197","4212","3.3015539944171906","3.214033603668213","3.4170477390289307"
"89","4252.5","4245","4260","3.338762953877449","3.231856107711792","3.444169282913208"
"90","4299.5","4292","4307","3.320664271712303","3.154326915740967","3.5106148719787598"
"91","4346.5","4339","4354","3.3100638687610626","3.1925013065338135","3.383117198944092"
"92","4394.5","4387","4402","3.3157491236925125","3.1923651695251465","3.4405293464660645"
"93","4441.5","4434","4449","3.2686143070459366","3.1266417503356934","3.4088525772094727"
"94","4488.5","4481","4496","3.3290950506925583","3.242264986038208","3.49027156829834"
"95","4536.5","4529","4544","3.301675781607628","3.1604950428009033","3.418281316757202"
"96","4583.5","4576","4591","3.2990066409111023","3.113778591156006","3.404043197631836"
"97","4630.5","4623","4638","3.313870429992676","3.1601181030273438","3.428558588027954"
"98","4678.5","4671","4686","3.3025104701519012","3.099616289138794","3.5023727416992188"
"99","4725.5","4718","4733","3.2758254408836365","3.080404043197632","3.409318685531616"
"100","5282.4529680365295","4735","5860","3.191761229353953","1.895340085029602","4.81814432144165"
"101","5900.5","5893","5908","3.2850901633501053","3.180828094482422","3.4144980907440186"
"102","5947.5","5940","5955","3.2784810662269592","3.14919114112854","3.4637956619262695"
"103","5994.5","5987","6002","3.286634400486946","3.1331818103790283","3.412503719329834"
"104","6042.5","6035","6050","3.2716798782348633","3.168586254119873","3.3646035194396973"
"105","6089.5","6082","6097","3.2806375920772552","3.133194923400879","3.3983190059661865"
"106","6137.5","6130","6145","3.291946977376938","3.204284429550171","3.423809051513672"
"107","6184.5","6177","6192","3.27700611948967","3.180572748184204","3.365797758102417"
"108","6231.5","6224","6239","3.2762058824300766","3.1735963821411133","3.361039400100708"
"109","6278.5","6271","6286","3.3067959994077682","3.1963858604431152","3.413856267929077"
"110","6325.5","6318","6333","3.3056622743606567","3.1798126697540283","3.4478795528411865"
"111","6372.5","6365","6380","3.284539684653282","3.1361477375030518","3.4270360469818115"
"112","6419.5","6412","6427","3.264436811208725","3.1650078296661377","3.3541386127471924"
"113","6466.5","6459","6474","3.2757842242717743","3.145503282546997","3.399473190307617"
"114","6513.5","6506","6521","3.26663376390934","3.1422691345214844","3.329960346221924"
"115","6560.5","6553","6568","3.264270931482315","3.1421589851379395","3.404292345046997"
"116","6607.5","6600","6615","3.2539003789424896","3.148516893386841","3.3342814445495605"
"117","6654.5","6647","6662","3.290557786822319","3.1374921798706055","3.4184556007385254"
"118","6701.5","6694","6709","3.271509528160095","3.1484789848327637","3.3687212467193604"
"119","6748.5","6741","6756","3.2283148169517517","3.1385183334350586","3.3446309566497803"
"120","6795.5","6788","6803","3.2368761599063873","3.0879616737365723","3.398606061935425"
"121","6842.5","6835","6850","3.2483218610286713","3.073058843612671","3.3958423137664795"
"122","6889.5","6882","6897","3.2201662212610245","3.150841236114502","3.322141647338867"
"123","6936.5","6929","6944","3.26992204785347","3.157907724380493","3.408003568649292"
"124","6983.5","6976","6991","3.2652197629213333","3.17421293258667","3.3534107208251953"
"125","7030.5","7023","7038","3.268370285630226","3.096729040145874","3.3441123962402344"
"126","7077.5","7070","7085","3.2786833941936493","3.132822036743164","3.4320621490478516"
"127","7124.5","7117","7132","3.263422667980194","3.108044385910034","3.4037086963653564"
"128","7171.5","7164","7179","3.2365274727344513","3.1740968227386475","3.278670072555542"
"129","7218.5","7211","7226","3.240331709384918","3.092954635620117","3.4139554500579834"
"130","7265.5","7258","7273","3.2647668719291687","3.1197352409362793","3.38553786277771"
"131","7312.5","7305","7320","3.24709814786911","3.1463074684143066","3.3604390621185303"
"132","7359.5","7352","7367","3.2410277277231216","3.1068286895751953","3.330167293548584"
"133","7406.5","7399","7414","3.241087928414345","3.101141929626465","3.403470277786255"
"134","7453.5","7446","7461","3.2343629002571106","3.1279830932617188","3.3480465412139893"
"135","7500.5","7493","7508","3.2271133363246918","3.0802156925201416","3.331660509109497"
"136","7547.5","7540","7555","3.201369673013687","3.1168510913848877","3.2773568630218506"
"137","7594.5","7587","7602","3.2004313319921494","3.08967661857605","3.305567741394043"
"138","7641.5","7634","7649","3.257076933979988","3.0711731910705566","3.43487811088562"
"139","7688.5","7681","7696","3.242607995867729","3.106041669845581","3.350424289703369"
"140","7735.5","7728","7743","3.2952276319265366","3.2114579677581787","3.413886547088623"
"141","7782.5","7775","7790","3.2334894984960556","3.067176103591919","3.34181547164917"
"142","7829.5","7822","7837","3.2364526987075806","3.123842477798462","3.359009265899658"
"143","7876.5","7869","7884","3.240359351038933","3.128577709197998","3.3704066276550293"
"144","7923.5","7916","7931","3.2068590074777603","3.08115553855896","3.345931053161621"
"145","7970.5","7963","7978","3.2612477093935013","3.0821585655212402","3.4008195400238037"
"146","8017.5","8010","8025","3.229208543896675","3.039839029312134","3.3452706336975098"
"147","8064.5","8057","8072","3.2359426021575928","3.146144390106201","3.3419291973114014"
"148","8111.5","8104","8119","3.2706625163555145","3.115717887878418","3.4075541496276855"
"149","8158.5","8151","8166","3.2358525693416595","3.1456997394561768","3.335909843444824"
"150","8205.5","8198","8213","3.2216881960630417","2.9519100189208984","3.308131694793701"
"151","8252.5","8245","8260","3.2244106233119965","3.126296043395996","3.357391119003296"
"152","8299.5","8292","8307","3.2342770248651505","3.068842649459839","3.403460741043091"
"153","8346.5","8339","8354","3.2548442631959915","3.1683833599090576","3.3513641357421875"
"154","8393.5","8386","8401","3.2643831819295883","3.1513874530792236","3.3802313804626465"
"155","8440.5","8433","8448","3.237837851047516","3.0330028533935547","3.3551807403564453"
"156","8487.5","8480","8495","3.2210287898778915","3.085095167160034","3.312324047088623"
"157","8534.5","8527","8542","3.2563155740499496","3.1058895587921143","3.3523848056793213"
"158","8581.5","8574","8589","3.235011011362076","3.077721118927002","3.4037764072418213"
"159","8628.5","8621","8636","3.222808390855789","3.09127140045166","3.3324952125549316"
"160","8675.5","8668","8683","3.226803630590439","3.0865187644958496","3.3384201526641846"
"161","8722.5","8715","8730","3.232073649764061","3.1076266765594482","3.344897747039795"
"162","8769.5","8762","8777","3.2091810405254364","3.131744384765625","3.330970525741577"
"163","8816.5","8809","8824","3.2197914123535156","3.100525379180908","3.3213391304016113"
"164","8863.5","8856","8871","3.2112221717834473","3.06858491897583","3.3095569610595703"
"165","8910.5","8903","8918","3.232312425971031","3.0706586837768555","3.346648693084717"
"166","8957.5","8950","8965","3.2483635991811752","3.1276180744171143","3.3809452056884766"
"167","9004.5","8997","9012","3.213568240404129","3.1239914894104004","3.325146198272705"
"168","9051.5","9044","9059","3.2403327375650406","2.9916367530822754","3.332244873046875"
"169","9098.5","9091","9106","3.2284161299467087","3.0639007091522217","3.3927509784698486"
"170","9145.5","9138","9153","3.1940062195062637","3.0548510551452637","3.3054258823394775"
"171","9192.5","9185","9200","3.1875283420085907","3.092849016189575","3.307401180267334"
"172","9239.5","9232","9247","3.2620873749256134","3.119601011276245","3.373478651046753"
"173","9286.5","9279","9294","3.245685040950775","3.136855125427246","3.351914882659912"
"174","9333.5","9326","9341","3.2248649895191193","3.079331874847412","3.4713964462280273"
"175","9380.5","9373","9388","3.228773534297943","3.1049387454986572","3.357605218887329"
"176","9427.5","9420","9435","3.201835334300995","3.1014063358306885","3.2769899368286133"
"177","9474.5","9467","9482","3.221558138728142","3.066967725753784","3.319092035293579"
"178","9521.5","9514","9529","3.2310200333595276","3.0962982177734375","3.3333160877227783"
"179","9568.5","9561","9576","3.2224134355783463","3.0996322631835938","3.348024845123291"
"180","9615.5","9608","9623","3.220408707857132","3.048707962036133","3.3629817962646484"
"181","9662.5","9655","9670","3.2449444383382797","3.1470251083374023","3.4066689014434814"
"182","9709.5","9702","9717","3.2445596754550934","3.116894245147705","3.360211133956909"
"183","9756.5","9749","9764","3.216075673699379","3.0617005825042725","3.313875913619995"
"184","9803.5","9796","9811","3.237666368484497","3.0469954013824463","3.336998224258423"
"185","9850.5","9843","9858","3.224252223968506","3.1146531105041504","3.3165152072906494"
"186","9897.5","9890","9905","3.2227642238140106","3.141195774078369","3.315781593322754"
"187","9944.5","9937","9952","3.2077702283859253","3.0334150791168213","3.3220765590667725"
"188","9991.5","9984","9999","3.207393616437912","3.100952625274658","3.3164620399475098"
"189","10038.5","10031","10046","3.203165650367737","3.0740973949432373","3.2827951908111572"
"190","10085.5","10078","10093","3.2110525816679","3.0896472930908203","3.310384511947632"
"191","10132.5","10125","10140","3.1948399543762207","3.035959005355835","3.2851498126983643"
"192","10179.5","10172","10187","3.218396246433258","3.0848803520202637","3.3515427112579346"
"193","10226.5","10219","10234","3.220552533864975","3.1117827892303467","3.3367042541503906"
"194","10273.5","10266","10281","3.20385779440403","2.9693546295166016","3.3186194896698"
"195","10320.5","10313","10328","3.2247790843248367","3.15221905708313","3.298342704772949"
"196","10367.5","10360","10375","3.2006273418664932","3.1142005920410156","3.3020403385162354"
"197","10414.5","10407","10422","3.2115474343299866","3.1010231971740723","3.372159719467163"
"198","10461.5","10454","10469","3.227310359477997","3.1388156414031982","3.3120102882385254"
"199","10508.5","10501","10516","3.1844892352819443","3.047248601913452","3.24438738822937"
"200","11065.45296803653","10518","11643","3.124701788980667","1.8070398569107056","4.667967796325684"
"201","11682.5","11675","11690","3.2285660058259964","3.0334064960479736","3.3602068424224854"
"202","11729.5","11722","11737","3.2291397154331207","3.086148738861084","3.3691225051879883"
"203","11776.5","11769","11784","3.205317184329033","3.1423442363739014","3.3057518005371094"
"204","11823.5","11816","11831","3.2094442695379257","3.046433687210083","3.293994426727295"
"205","11870.5","11863","11878","3.2149654924869537","3.0513699054718018","3.365492105484009"
"206","11917.5","11910","11925","3.229013979434967","3.0796868801116943","3.3507120609283447"
"207","11964.5","11957","11972","3.206991821527481","3.0989084243774414","3.3460452556610107"
"208","12011.5","12004","12019","3.2261224389076233","3.085329294204712","3.328885555267334"
"209","12058.5","12051","12066","3.225620687007904","3.069552421569824","3.339871406555176"
"210","12105.5","12098","12113","3.1965131610631943","3.076120615005493","3.353013753890991"
"211","12152.5","12145","12160","3.1822396367788315","3.0748939514160156","3.3159468173980713"
"212","12199.5","12192","12207","3.210090547800064","3.086186170578003","3.334883213043213"
"213","12246.5","12239","12254","3.176270842552185","3.0070924758911133","3.3020946979522705"
"214","12293.5","12286","12301","3.208383083343506","3.1109111309051514","3.3741748332977295"
"215","12340.5","12333","12348","3.1918726563453674","3.1306304931640625","3.3259940147399902"
"216","12387.5","12380","12395","3.196463778614998","3.0818064212799072","3.318445920944214"
"217","12434.5","12427","12442","3.2024836242198944","3.0960235595703125","3.364863157272339"
"218","12481.5","12474","12489","3.2396744042634964","3.091186046600342","3.3873586654663086"
"219","12528.5","12521","12536","3.1823500841856003","3.0367391109466553","3.334502935409546"
"220","12575.5","12568","12583","3.2019528299570084","3.000155210494995","3.3511080741882324"
"221","12622.5","12615","12630","3.2058984339237213","3.061176300048828","3.3481829166412354"
"222","12669.5","12662","12677","3.2193021923303604","3.0493409633636475","3.3517606258392334"
"223","12716.5","12709","12724","3.195003405213356","3.0607404708862305","3.342736005783081"
"224","12763.5","12756","12771","3.1795742213726044","3.092663288116455","3.2583324909210205"
"225","12810.5","12803","12818","3.216213583946228","3.129514694213867","3.3090529441833496"
"226","12857.5","12850","12865","3.2053948789834976","3.0602593421936035","3.325540065765381"
"227","12904.5","12897","12912","3.221695065498352","3.0894038677215576","3.306532621383667"
"228","12951.5","12944","12959","3.1972754448652267","3.094531536102295","3.3072092533111572"
"229","12998.5","12991","13006","3.215661108493805","3.100255012512207","3.356583833694458"
"230","13045.5","13038","13053","3.1707947701215744","3.095160961151123","3.290588617324829"
"231","13092.5","13085","13100","3.2019055485725403","3.0979697704315186","3.3022992610931396"
"232","13139.5","13132","13147","3.17721226811409","3.044801950454712","3.2592952251434326"
"233","13186.5","13179","13194","3.1890610456466675","3.11161732673645","3.3484888076782227"
"234","13233.5","13226","13241","3.200702950358391","3.080641269683838","3.318068504333496"
"235","13280.5","13273","13288","3.2074632793664932","3.077761650085449","3.301652669906616"
"236","13327.5","13320","13335","3.2500235438346863","3.1409826278686523","3.3733503818511963"
"237","13374.5","13367","13382","3.197604775428772","3.1363420486450195","3.276855945587158"
"238","13421.5","13414","13429","3.2265471518039703","3.085620880126953","3.359825611114502"
"239","13468.5","13461","13476","3.213708221912384","3.0906283855438232","3.3574459552764893"
"240","13515.5","13508","13523","3.178849533200264","3.0866665840148926","3.260430097579956"
"241","13562.5","13555","13570","3.2048121839761734","3.1241073608398438","3.3326802253723145"
"242","13609.5","13602","13617","3.193948820233345","3.1131255626678467","3.323399543762207"
"243","13656.5","13649","13664","3.1995231956243515","3.0922739505767822","3.381629705429077"
"244","13703.5","13696","13711","3.2103870660066605","3.133805274963379","3.292992115020752"
"245","13750.5","13743","13758","3.20955590903759","3.0901660919189453","3.3326051235198975"
"246","13797.5","13790","13805","3.190255254507065","3.0612356662750244","3.308020830154419"
"247","13844.5","13837","13852","3.1912030577659607","2.999492883682251","3.3466005325317383"
"248","13891.5","13884","13899","3.210740104317665","3.089138984680176","3.2975409030914307"
"249","13938.5","13931","13946","3.185322090983391","3.0819296836853027","3.300696849822998"
"250","13985.5","13978","13993","3.2068899124860764","3.095083236694336","3.3980517387390137"
"251","14032.5","14025","14040","3.199177175760269","3.1089792251586914","3.2556087970733643"
"252","14079.5","14072","14087","3.204505890607834","3.0124013423919678","3.2877535820007324"
"253","14126.5","14119","14134","3.1859560012817383","3.047567129135132","3.300337791442871"
"254","14173.5","14166","14181","3.180727317929268","2.9593918323516846","3.317211151123047"
"255","14220.5","14213","14228","3.1983170211315155","3.1372292041778564","3.2529313564300537"
"256","14267.5","14260","14275","3.187507778406143","3.0840656757354736","3.3007283210754395"
"257","14314.5","14307","14322","3.190744251012802","2.9440813064575195","3.339264392852783"
"258","14361.5","14354","14369","3.2092132717370987","3.1246557235717773","3.39082670211792"
"259","14408.5","14401","14416","3.1827557384967804","3.001784324645996","3.267364978790283"
"260","14455.5","14448","14463","3.1930913627147675","3.0932016372680664","3.289024591445923"
"261","14502.5","14495","14510","3.200030654668808","3.071305513381958","3.2887024879455566"
"262","14549.5","14542","14557","3.1754052937030792","3.07629656791687","3.2697815895080566"
"263","14596.5","14589","14604","3.181609645485878","3.014451026916504","3.2679100036621094"
"264","14643.5","14636","14651","3.2482843846082687","3.0999341011047363","3.4093902111053467"
"265","14690.5","14683","14698","3.184321314096451","3.060758352279663","3.2779176235198975"
"266","14737.5","14730","14745","3.187930792570114","3.042409896850586","3.29902982711792"
"267","14784.5","14777","14792","3.216842085123062","3.0847270488739014","3.3592255115509033"
"268","14831.5","14824","14839","3.2097877860069275","3.088510751724243","3.315695285797119"
"269","14878.5","14871","14886","3.2043154537677765","3.0980210304260254","3.3354952335357666"
"270","14925.5","14918","14933","3.1680421978235245","3.004270076751709","3.328561782836914"
"271","14972.5","14965","14980","3.207785114645958","3.117058515548706","3.2889952659606934"
"272","15019.5","15012","15027","3.178272232413292","3.0590384006500244","3.3122243881225586"
"273","15066.5","15059","15074","3.16985322535038","2.9792916774749756","3.2589221000671387"
"274","15113.5","15106","15121","3.1972398161888123","3.1275289058685303","3.2952938079833984"
"275","15160.5","15153","15168","3.194967105984688","3.0236473083496094","3.337743043899536"
"276","15207.5","15200","15215","3.170049101114273","3.017467498779297","3.259992837905884"
"277","15254.5","15247","15262","3.2004083395004272","3.0245933532714844","3.3294765949249268"
"278","15301.5","15294","15309","3.182892456650734","3.065096378326416","3.2815892696380615"
"279","15348.5","15341","15356","3.1576729118824005","3.0555427074432373","3.3057069778442383"
"280","15395.5","15388","15403","3.1632611453533173","3.0944368839263916","3.2465152740478516"
"281","15442.5","15435","15450","3.1966035664081573","3.095853805541992","3.3335206508636475"
"282","15489.5","15482","15497","3.2080292999744415","3.0876545906066895","3.362502336502075"
"283","15536.5","15529","15544","3.2134828716516495","3.1046981811523438","3.317648410797119"
"284","15583.5","15576","15591","3.135979726910591","3.0030295848846436","3.242344379425049"
"285","15630.5","15623","15638","3.189770072698593","3.0556108951568604","3.336343765258789"
"286","15677.5","15670","15685","3.190499410033226","2.9926865100860596","3.3261609077453613"
"287","15724.5","15717","15732","3.1809768229722977","3.108393669128418","3.322688102722168"
"288","15771.5","15764","15779","3.17319692671299","3.0840377807617188","3.248629570007324"
"289","15818.5","15811","15826","3.1979798078536987","3.1030938625335693","3.335555076599121"
"290","15865.5","15858","15873","3.1654741019010544","3.045151472091675","3.2500059604644775"
"291","15912.5","15905","15920","3.1986817866563797","3.0285918712615967","3.2598960399627686"
"292","15959.5","15952","15967","3.17181558907032","3.063366413116455","3.2979025840759277"
"293","16006.5","15999","16014","3.2087889164686203","3.0142979621887207","3.31036114692688"
"294","16053.5","16046","16061","3.1852389127016068","3.0393004417419434","3.362692356109619"
"295","16100.5","16093","16108","3.1999508291482925","3.0694992542266846","3.3376357555389404"
"296","16147.5","16140","16155","3.148870065808296","3.018388032913208","3.320733070373535"
"297","16194.5","16187","16202","3.1851731687784195","3.0607433319091797","3.30536150932312"
"298","16241.5","16234","16249","3.218134731054306","3.1498043537139893","3.3331964015960693"
"299","16288.5","16281","16296","3.172472596168518","3.0246407985687256","3.272090196609497"
"300","16837","16298","17376","3.1015744736285207","1.7921684980392456","4.602909564971924"
